Site,Size,Packaging_Type,Processing_Rate
"Omaha, NE",S3,Bag,2842
"Omaha, NE",S3,Bag,2793
"Omaha, NE",S3,Bag,4412
"Omaha, NE",S3,Bag,3495
"Omaha, NE",S3,Bag,4179
"Omaha, NE",S3,Bag,2533
"Omaha, NE",S3,Bag,3774
"Omaha, NE",S3,Bag,2860
"Omaha, NE",S3,Bag,3477
"Omaha, NE",S3,Bag,3523
"Omaha, NE",S3,Bag,3886
"Omaha, NE",S3,Bag,3710
"Omaha, NE",S3,Bag,3049
"Omaha, NE",S3,Bag,3549
"Omaha, NE",S3,Bag,3340
"Omaha, NE",S3,Bag,2980
"Omaha, NE",S3,Bag,3568
"Omaha, NE",S3,Bag,3645
"Omaha, NE",S3,Bag,2950
"Omaha, NE",S3,Bag,3190
"Omaha, NE",S3,Bag,2647
"Omaha, NE",S3,Bag,2935
"Omaha, NE",S3,Bag,2461
"Omaha, NE",S3,Bag,3022
"Omaha, NE",S3,Bag,2321
"Omaha, NE",S3,Bag,3253
"Omaha, NE",S3,Bag,3463
"Omaha, NE",S3,Bag,2683
"Omaha, NE",S3,Bag,3350
"Omaha, NE",S3,Bag,3529
"Omaha, NE",S3,Bag,2565
"Omaha, NE",S3,Bag,3483
"Omaha, NE",S3,Bag,3102
"Omaha, NE",S3,Bag,3078
"Omaha, NE",S3,Bag,2417
"Omaha, NE",S3,Bag,3019
"Omaha, NE",S3,Bag,3405
"Omaha, NE",S3,Bag,3501
"Omaha, NE",S3,Bag,3094
"Omaha, NE",S3,Bag,4035
"Omaha, NE",S3,Bag,3597
"Omaha, NE",S3,Bag,4026
"Omaha, NE",S3,Bag,2856
"Omaha, NE",S3,Bag,3408
"Omaha, NE",S3,Bag,2774
"Omaha, NE",S3,Bag,2891
"Omaha, NE",S3,Bag,3724
"Omaha, NE",S3,Bag,3673
"Omaha, NE",S3,Bag,3175
"Omaha, NE",S3,Bag,3075
"Omaha, NE",S3,Bag,3197
"Omaha, NE",S3,Bag,2720
"Omaha, NE",S3,Bag,3686
"Omaha, NE",S3,Bag,3081
"Omaha, NE",S3,Bag,3058
"Omaha, NE",S3,Bag,3563
"Omaha, NE",S3,Bag,3009
"Omaha, NE",S3,Bag,2994
"Omaha, NE",S3,Bag,3018
"Omaha, NE",S3,Bag,3371
"Omaha, NE",S3,Bag,3796
"Omaha, NE",S3,Bag,3432
"Omaha, NE",S3,Bag,2506
"Omaha, NE",S3,Bag,2698
"Omaha, NE",S3,Bag,2372
"Omaha, NE",S3,Bag,2991
"Omaha, NE",S3,Bag,3304
"Omaha, NE",S3,Bag,2594
"Omaha, NE",S3,Bag,3240
"Omaha, NE",S3,Bag,3748
"Omaha, NE",S3,Bag,3503
"Omaha, NE",S3,Bag,2969
"Omaha, NE",S3,Bag,2633
"Omaha, NE",S3,Bag,2952
"Omaha, NE",S3,Bag,2552
"Omaha, NE",S3,Bag,3177
"Omaha, NE",S3,Bag,3581
"Omaha, NE",S3,Bag,3037
"Omaha, NE",S3,Bag,2965
"Omaha, NE",S3,Bag,2878
"Omaha, NE",S3,Bag,2969
"Omaha, NE",S3,Bag,3134
"Omaha, NE",S3,Bag,4378
"Omaha, NE",S3,Bag,2899
"Omaha, NE",S3,Bag,4050
"Omaha, NE",S3,Bag,3661
"Omaha, NE",S3,Bag,3546
"Omaha, NE",S3,Bag,4034
"Omaha, NE",S3,Bag,3791
"Omaha, NE",S3,Bag,3195
"Omaha, NE",S3,Bag,3449
"Omaha, NE",S3,Bag,3141
"Omaha, NE",S3,Bag,3239
"Omaha, NE",S3,Bag,4136
"Omaha, NE",S3,Bag,4295
"Omaha, NE",S3,Bag,2681
"Omaha, NE",S3,Bag,3230
"Omaha, NE",S3,Bag,3003
"Omaha, NE",S3,Bag,2731
"Omaha, NE",S3,Bag,2713
"Omaha, NE",S3,Bag,3001
"Omaha, NE",S3,Bag,2903
"Omaha, NE",S3,Bag,3327
"Omaha, NE",S3,Bag,3112
"Omaha, NE",S3,Bag,2264
"Omaha, NE",S3,Bag,3290
"Omaha, NE",S3,Bag,2677
"Omaha, NE",S3,Bag,3472
"Omaha, NE",S3,Bag,2792
"Omaha, NE",S3,Bag,3656
"Omaha, NE",S3,Bag,3186
"Omaha, NE",S3,Bag,3256
"Omaha, NE",S3,Bag,3072
"Omaha, NE",S3,Bag,3586
"Omaha, NE",S3,Bag,3179
"Omaha, NE",S3,Bag,2246
"Omaha, NE",S3,Bag,3412
"Omaha, NE",S3,Bag,3271
"Omaha, NE",S3,Bag,3787
"Omaha, NE",S3,Bag,2589
"Omaha, NE",S3,Bag,3581
"Omaha, NE",S3,Bag,3526
"Omaha, NE",S3,Bag,3415
"Omaha, NE",S3,Bag,3366
"Omaha, NE",S3,Bag,3180
"Omaha, NE",S3,Bag,3359
"Omaha, NE",S3,Bag,3428
"Omaha, NE",S3,Bag,3400
"Omaha, NE",S3,Bag,3005
"Omaha, NE",S3,Bag,2875
"Omaha, NE",S3,Bag,3183
"Omaha, NE",S3,Bag,3538
"Omaha, NE",S3,Bag,2968
"Omaha, NE",S3,Bag,3074
"Omaha, NE",S3,Bag,2937
"Omaha, NE",S3,Bag,2836
"Omaha, NE",S3,Bag,3152
"Omaha, NE",S3,Bag,3846
"Omaha, NE",S3,Bag,3679
"Omaha, NE",S3,Bag,2831
"Omaha, NE",S3,Bag,2884
"Omaha, NE",S3,Bag,3365
"Omaha, NE",S3,Bag,3838
"Omaha, NE",S3,Bag,3239
"Omaha, NE",S3,Bag,3323
"Omaha, NE",S3,Bag,2719
"Omaha, NE",S3,Bag,3331
"Omaha, NE",S3,Bag,3129
"Omaha, NE",S3,Bag,3746
"Omaha, NE",S3,Bag,3447
"Omaha, NE",S3,Bag,3021
"Omaha, NE",S3,Bag,2092
"Omaha, NE",S3,Bag,2686
"Omaha, NE",S3,Bag,3567
"Omaha, NE",S3,Bag,2733
"Omaha, NE",S3,Bag,3066
"Omaha, NE",S3,Bag,4106
"Omaha, NE",S3,Bag,3328
"Omaha, NE",S3,Bag,3795
"Omaha, NE",S3,Bag,3405
"Omaha, NE",S3,Bag,2403
"Omaha, NE",S3,Bag,3467
"Omaha, NE",S3,Bag,3240
"Omaha, NE",S3,Bag,2868
"Omaha, NE",S3,Bag,2481
"Omaha, NE",S3,Bag,4147
"Omaha, NE",S3,Bag,3541
"Omaha, NE",S3,Bag,4154
"Omaha, NE",S3,Bag,2937
"Omaha, NE",S3,Bag,2531
"Omaha, NE",S3,Bag,3043
"Omaha, NE",S3,Bag,3061
"Omaha, NE",S3,Bag,3282
"Omaha, NE",S3,Bag,3249
"Omaha, NE",S3,Bag,2918
"Omaha, NE",S3,Bag,3542
"Omaha, NE",S3,Bag,3567
"Omaha, NE",S3,Bag,3374
"Omaha, NE",S3,Bag,3190
"Omaha, NE",S3,Bag,3606
"Omaha, NE",S3,Bag,3134
"Omaha, NE",S3,Bag,3395
"Omaha, NE",S3,Bag,3099
"Omaha, NE",S3,Bag,3276
"Omaha, NE",S3,Bag,2918
"Omaha, NE",S3,Bag,3170
"Omaha, NE",S3,Bag,2524
"Omaha, NE",S3,Bag,3157
"Omaha, NE",S3,Bag,2431
"Omaha, NE",S3,Bag,3821
"Omaha, NE",S3,Bag,2928
"Omaha, NE",S3,Bag,2448
"Omaha, NE",S3,Bag,3411
"Omaha, NE",S3,Bag,3322
"Omaha, NE",S3,Bag,3315
"Omaha, NE",S3,Bag,3548
"Omaha, NE",S3,Bag,2571
"Omaha, NE",S3,Bag,2573
"Omaha, NE",S3,Bag,3405
"Omaha, NE",S3,Bag,3522
"Omaha, NE",S3,Bag,2654
"Omaha, NE",S3,Bag,2414
"Omaha, NE",S3,Bag,3567
"Omaha, NE",S3,Bag,3426
"Omaha, NE",S3,Bag,3242
"Omaha, NE",S3,Bag,3182
"Omaha, NE",S3,Bag,3038
"Omaha, NE",S3,Bag,2871
"Omaha, NE",S3,Bag,3572
"Omaha, NE",S3,Bag,3409
"Omaha, NE",S3,Bag,2487
"Omaha, NE",S3,Bag,3110
"Omaha, NE",S3,Bag,3250
"Omaha, NE",S3,Bag,3316
"Omaha, NE",S3,Bag,3151
"Omaha, NE",S3,Bag,3514
"Omaha, NE",S3,Bag,3421
"Omaha, NE",S3,Bag,2669
"Omaha, NE",S3,Bag,3308
"Omaha, NE",S3,Bag,3427
"Omaha, NE",S3,Bag,3775
"Omaha, NE",S3,Bag,3232
"Omaha, NE",S3,Bag,3015
"Omaha, NE",S3,Bag,3239
"Omaha, NE",S3,Bag,3069
"Omaha, NE",S3,Bag,3174
"Omaha, NE",S3,Bag,3094
"Omaha, NE",S3,Bag,3246
"Omaha, NE",S3,Bag,3713
"Omaha, NE",S3,Bag,3198
"Omaha, NE",S3,Bag,3436
"Omaha, NE",S3,Bag,2764
"Omaha, NE",S3,Bag,3170
"Omaha, NE",S3,Bag,3670
"Omaha, NE",S3,Bag,3347
"Omaha, NE",S3,Bag,3216
"Omaha, NE",S3,Bag,2719
"Omaha, NE",S3,Bag,2997
"Omaha, NE",S3,Bag,2614
"Omaha, NE",S3,Bag,3216
"Omaha, NE",S3,Bag,2979
"Omaha, NE",S3,Bag,3439
"Omaha, NE",S3,Bag,3057
"Omaha, NE",S3,Bag,3108
"Omaha, NE",S3,Bag,3484
"Omaha, NE",S3,Bag,3452
"Omaha, NE",S3,Bag,3157
"Omaha, NE",S3,Bag,3669
"Omaha, NE",S3,Bag,3407
"Omaha, NE",S3,Bag,2573
"Omaha, NE",S3,Bag,3323
"Omaha, NE",S3,Bag,3064
"Omaha, NE",S3,Bag,3537
"Omaha, NE",S3,Bag,2464
"Omaha, NE",S3,Bag,2657
"Omaha, NE",S3,Bag,3217
"Omaha, NE",S3,Bag,2654
"Omaha, NE",S3,Bag,3217
"Omaha, NE",S3,Bag,3088
"Omaha, NE",S3,Bag,3188
"Omaha, NE",S3,Bag,3663
"Omaha, NE",S3,Bag,2987
"Omaha, NE",S3,Bag,2927
"Omaha, NE",S3,Bag,3731
"Omaha, NE",S3,Bag,2693
"Omaha, NE",S3,Bag,3246
"Omaha, NE",S3,Bag,3004
"Omaha, NE",S3,Bag,2633
"Omaha, NE",S3,Bag,2966
"Omaha, NE",S3,Bag,3212
"Omaha, NE",S3,Bag,2927
"Omaha, NE",S3,Bag,3297
"Omaha, NE",S3,Bag,3574
"Omaha, NE",S3,Bag,3201
"Omaha, NE",S3,Bag,3341
"Omaha, NE",S3,Bag,2913
"Omaha, NE",S3,Bag,3542
"Omaha, NE",S3,Bag,3602
"Omaha, NE",S3,Bag,2490
"Omaha, NE",S3,Bag,3217
"Omaha, NE",S3,Bag,4081
"Omaha, NE",S3,Bag,2708
"Omaha, NE",S3,Bag,3264
"Omaha, NE",S3,Bag,4094
"Omaha, NE",S3,Bag,3321
"Omaha, NE",S3,Bag,3089
"Omaha, NE",S3,Bag,3356
"Omaha, NE",S3,Bag,3890
"Omaha, NE",S3,Bag,3072
"Omaha, NE",S3,Bag,3103
"Omaha, NE",S3,Bag,2828
"Omaha, NE",S3,Bag,3002
"Omaha, NE",S3,Bag,2347
"Omaha, NE",S3,Bag,3131
"Omaha, NE",S3,Bag,3025
"Omaha, NE",S3,Bag,3352
"Omaha, NE",S3,Bag,3298
"Omaha, NE",S3,Bag,3132
"Omaha, NE",S3,Bag,3062
"Omaha, NE",S3,Bag,2894
"Omaha, NE",S3,Bag,2640
"Omaha, NE",S3,Bag,3242
"Omaha, NE",S3,Bag,3060
"Omaha, NE",S3,Bag,2925
"Omaha, NE",S3,Bag,3565
"Omaha, NE",S3,Bag,2865
"Omaha, NE",S3,Bag,3082
"Omaha, NE",S3,Bag,3101
"Omaha, NE",S3,Bag,3117
"Omaha, NE",S3,Bag,2684
"Omaha, NE",S3,Bag,3386
"Omaha, NE",S3,Bag,3660
"Omaha, NE",S3,Bag,3550
"Omaha, NE",S3,Bag,2787
"Omaha, NE",S3,Bag,3743
"Omaha, NE",S3,Bag,3321
"Omaha, NE",S3,Bag,3101
"Omaha, NE",S3,Bag,3184
"Omaha, NE",S3,Bag,2969
"Omaha, NE",S3,Bag,3346
"Omaha, NE",S3,Bag,3309
"Omaha, NE",S3,Bag,3623
"Omaha, NE",S3,Bag,2909
"Omaha, NE",S3,Bag,3091
"Omaha, NE",S3,Bag,2826
"Omaha, NE",S3,Bag,3132
"Omaha, NE",S3,Bag,2765
"Omaha, NE",S3,Bag,3502
"Omaha, NE",S3,Bag,3404
"Omaha, NE",S3,Bag,3601
"Omaha, NE",S3,Bag,3808
"Omaha, NE",S3,Bag,3037
"Omaha, NE",S3,Bag,3527
"Omaha, NE",S3,Bag,3545
"Omaha, NE",S3,Bag,2781
"Omaha, NE",S3,Bag,3721
"Omaha, NE",S3,Bag,2707
"Omaha, NE",S3,Bag,3038
"Omaha, NE",S3,Bag,3218
"Omaha, NE",S3,Bag,3699
"Omaha, NE",S3,Bag,3445
"Omaha, NE",S3,Bag,3324
"Omaha, NE",S3,Bag,3678
"Omaha, NE",S3,Bag,3549
"Omaha, NE",S3,Bag,3044
"Omaha, NE",S3,Bag,3104
"Omaha, NE",S3,Bag,2944
"Omaha, NE",S3,Bag,2371
"Omaha, NE",S3,Bag,2918
"Omaha, NE",S3,Bag,3479
"Omaha, NE",S3,Bag,3383
"Omaha, NE",S3,Bag,2992
"Omaha, NE",S3,Bag,3474
"Omaha, NE",S3,Bag,2829
"Omaha, NE",S3,Bag,3598
"Omaha, NE",S3,Bag,3392
"Omaha, NE",S3,Bag,3637
"Omaha, NE",S3,Bag,2886
"Omaha, NE",S3,Bag,3859
"Omaha, NE",S3,Bag,3035
"Omaha, NE",S3,Bag,3379
"Omaha, NE",S3,Bag,4026
"Omaha, NE",S3,Bag,3202
"Omaha, NE",S3,Bag,2760
"Omaha, NE",S3,Bag,2638
"Omaha, NE",S3,Bag,2788
"Omaha, NE",S3,Bag,3139
"Omaha, NE",S3,Bag,3681
"Omaha, NE",S3,Bag,3515
"Omaha, NE",S3,Bag,3155
"Omaha, NE",S3,Bag,3471
"Omaha, NE",S3,Bag,3132
"Omaha, NE",S3,Bag,3136
"Omaha, NE",S3,Bag,3233
"Omaha, NE",S3,Bag,3462
"Omaha, NE",S3,Bag,2973
"Omaha, NE",S3,Bag,2653
"Omaha, NE",S3,Bag,2781
"Omaha, NE",S3,Bag,3582
"Omaha, NE",S3,Bag,2698
"Omaha, NE",S3,Bag,2917
"Omaha, NE",S3,Bag,3615
"Omaha, NE",S3,Bag,2777
"Omaha, NE",S3,Bag,3048
"Omaha, NE",S3,Bag,3397
"Omaha, NE",S3,Bag,2598
"Omaha, NE",S3,Bag,3980
"Omaha, NE",S3,Bag,3434
"Omaha, NE",S3,Bag,2921
"Omaha, NE",S3,Bag,3328
"Omaha, NE",S3,Bag,2545
"Omaha, NE",S3,Bag,3346
"Omaha, NE",S3,Bag,3699
"Omaha, NE",S3,Bag,3616
"Omaha, NE",S3,Bag,3226
"Omaha, NE",S3,Bag,3023
"Omaha, NE",S3,Bag,3694
"Omaha, NE",S3,Bag,3077
"Omaha, NE",S3,Bag,3189
"Omaha, NE",S3,Bag,3379
"Omaha, NE",S3,Bag,3063
"Omaha, NE",S3,Bag,4009
"Omaha, NE",S3,Bag,3826
"Omaha, NE",S3,Bag,2856
"Omaha, NE",S3,Bag,3026
"Omaha, NE",S3,Bag,2920
"Omaha, NE",S3,Bag,3278
"Omaha, NE",S3,Bag,3357
"Omaha, NE",S3,Bag,2800
"Omaha, NE",S3,Bag,2983
"Omaha, NE",S3,Bag,2888
"Omaha, NE",S3,Bag,3613
"Omaha, NE",S3,Bag,3111
"Omaha, NE",S3,Bag,3156
"Omaha, NE",S3,Bag,3104
"Omaha, NE",S3,Bag,2932
"Omaha, NE",S3,Bag,3349
"Omaha, NE",S3,Bag,3142
"Omaha, NE",S3,Bag,2849
"Omaha, NE",S3,Bag,3447
"Omaha, NE",S3,Bag,3195
"Omaha, NE",S3,Bag,3191
"Omaha, NE",S3,Bag,3716
"Omaha, NE",S3,Bag,2945
"Omaha, NE",S3,Bag,2969
"Omaha, NE",S3,Bag,3299
"Omaha, NE",S3,Bag,3917
"Omaha, NE",S3,Bag,3063
"Omaha, NE",S3,Bag,3124
"Omaha, NE",S3,Bag,3753
"Omaha, NE",S3,Bag,2988
"Omaha, NE",S3,Bag,3912
"Omaha, NE",S3,Bag,3250
"Omaha, NE",S3,Bag,3383
"Omaha, NE",S3,Bag,3026
"Omaha, NE",S3,Bag,3270
"Omaha, NE",S3,Bag,3708
"Omaha, NE",S3,Bag,4012
"Omaha, NE",S3,Bag,2881
"Omaha, NE",S3,Bag,2481
"Omaha, NE",S3,Bag,3135
"Omaha, NE",S3,Bag,2608
"Omaha, NE",S3,Bag,3098
"Omaha, NE",S3,Bag,3658
"Omaha, NE",S3,Bag,2849
"Omaha, NE",S3,Bag,3439
"Omaha, NE",S3,Bag,3315
"Omaha, NE",S3,Bag,4225
"Omaha, NE",S3,Bag,3757
"Omaha, NE",S3,Bag,3105
"Omaha, NE",S3,Bag,3507
"Omaha, NE",S3,Bag,3007
"Omaha, NE",S3,Bag,3617
"Omaha, NE",S3,Bag,2868
"Omaha, NE",S3,Bag,2925
"Omaha, NE",S3,Bag,2759
"Omaha, NE",S3,Bag,2064
"Omaha, NE",S3,Bag,2979
"Omaha, NE",S3,Bag,3163
"Omaha, NE",S3,Bag,3220
"Omaha, NE",S3,Bag,2807
"Omaha, NE",S3,Bag,2972
"Omaha, NE",S3,Bag,3305
"Omaha, NE",S3,Bag,3446
"Omaha, NE",S3,Bag,4465
"Omaha, NE",S3,Bag,3131
"Omaha, NE",S3,Bag,3126
"Omaha, NE",S3,Bag,3504
"Omaha, NE",S3,Bag,2650
"Omaha, NE",S3,Bag,3352
"Omaha, NE",S3,Bag,2994
"Omaha, NE",S3,Bag,3134
"Omaha, NE",S3,Bag,3650
"Omaha, NE",S3,Bag,3018
"Omaha, NE",S3,Bag,3514
"Omaha, NE",S3,Bag,3343
"Omaha, NE",S3,Bag,3249
"Omaha, NE",S3,Bag,3137
"Omaha, NE",S3,Bag,3307
"Omaha, NE",S3,Bag,3336
"Omaha, NE",S3,Bag,3020
"Omaha, NE",S3,Bag,3012
"Omaha, NE",S3,Bag,3695
"Omaha, NE",S3,Bag,3102
"Omaha, NE",S3,Bag,3413
"Omaha, NE",S3,Bag,2804
"Omaha, NE",S3,Bag,3996
"Omaha, NE",S3,Bag,3563
"Omaha, NE",S3,Bag,2625
"Omaha, NE",S3,Bag,3002
"Omaha, NE",S3,Bag,3902
"Omaha, NE",S3,Bag,3670
"Omaha, NE",S3,Bag,3268
"Omaha, NE",S3,Bag,3382
"Omaha, NE",S3,Bag,2361
"Omaha, NE",S3,Bag,3305
"Omaha, NE",S3,Bag,2566
"Omaha, NE",S3,Bag,3276
"Omaha, NE",S3,Bag,3156
"Omaha, NE",S3,Bag,2755
"Omaha, NE",S3,Bag,2305
"Omaha, NE",S3,Bag,3345
"Omaha, NE",S3,Bag,2321
"Omaha, NE",S3,Bag,3160
"Omaha, NE",S3,Bag,3301
"Omaha, NE",S3,Bag,3700
"Omaha, NE",S3,Bag,3110
"Omaha, NE",S3,Bag,3020
"Omaha, NE",S3,Bag,3332
"Omaha, NE",S3,Bag,3620
"Omaha, NE",S3,Bag,3698
"Omaha, NE",S3,Bag,3099
"Omaha, NE",S3,Bag,3494
"Omaha, NE",S3,Bag,3125
"Omaha, NE",S3,Bag,2890
"Omaha, NE",S3,Bag,3525
"Omaha, NE",S3,Bag,3546
"Omaha, NE",S3,Bag,3199
"Omaha, NE",S3,Bag,2812
"Omaha, NE",S3,Bag,3822
"Omaha, NE",S3,Bag,3587
"Omaha, NE",S3,Bag,2857
"Omaha, NE",S3,Bag,2990
"Omaha, NE",S3,Bag,2439
"Omaha, NE",S3,Bag,3392
"Omaha, NE",S3,Bag,3096
"Omaha, NE",S3,Bag,3223
"Omaha, NE",S3,Bag,4603
"Omaha, NE",S3,Bag,3712
"Omaha, NE",S3,Bag,2758
"Omaha, NE",S3,Bag,3479
"Omaha, NE",S3,Bag,3755
"Omaha, NE",S3,Bag,2770
"Omaha, NE",S3,Bag,3722
"Omaha, NE",S3,Bag,3290
"Omaha, NE",S3,Bag,3193
"Omaha, NE",S3,Bag,3323
"Omaha, NE",S3,Bag,3457
"Omaha, NE",S3,Bag,2927
"Omaha, NE",S3,Bag,3480
"Omaha, NE",S3,Bag,2805
"Omaha, NE",S3,Bag,3037
"Omaha, NE",S3,Bag,3600
"Omaha, NE",S3,Bag,3084
"Omaha, NE",S3,Bag,3402
"Omaha, NE",S3,Bag,3642
"Omaha, NE",S3,Bag,3360
"Omaha, NE",S3,Bag,3968
"Omaha, NE",S3,Bag,3464
"Omaha, NE",S3,Bag,3422
"Omaha, NE",S3,Bag,2979
"Omaha, NE",S3,Bag,3313
"Omaha, NE",S3,Bag,3404
"Omaha, NE",S3,Bag,3029
"Omaha, NE",S3,Bag,3277
"Omaha, NE",S3,Bag,3190
"Omaha, NE",S3,Bag,2704
"Omaha, NE",S3,Bag,3167
"Omaha, NE",S3,Bag,2375
"Omaha, NE",S3,Bag,3013
"Omaha, NE",S3,Bag,3052
"Omaha, NE",S3,Bag,2986
"Omaha, NE",S3,Bag,3060
"Omaha, NE",S3,Bag,2073
"Omaha, NE",S3,Bag,3464
"Omaha, NE",S3,Bag,2680
"Omaha, NE",S3,Bag,3466
"Omaha, NE",S3,Bag,2779
"Omaha, NE",S3,Bag,2932
"Omaha, NE",S3,Bag,3575
"Omaha, NE",S3,Bag,2928
"Omaha, NE",S3,Bag,3081
"Omaha, NE",S3,Bag,3134
"Omaha, NE",S3,Bag,3209
"Omaha, NE",S3,Bag,2788
"Omaha, NE",S3,Bag,3230
"Omaha, NE",S3,Bag,3290
"Omaha, NE",S3,Bag,3190
"Omaha, NE",S3,Bag,3121
"Omaha, NE",S3,Bag,3475
"Omaha, NE",S3,Bag,3032
"Omaha, NE",S3,Bag,2988
"Omaha, NE",S3,Bag,3116
"Omaha, NE",S3,Bag,3402
"Omaha, NE",S3,Bag,3022
"Omaha, NE",S3,Bag,2511
"Omaha, NE",S3,Bag,4585
"Omaha, NE",S3,Bag,3317
"Omaha, NE",S3,Bag,3887
"Omaha, NE",S3,Bag,2496
"Omaha, NE",S3,Bag,3103
"Omaha, NE",S3,Bag,3410
"Omaha, NE",S3,Bag,3418
"Omaha, NE",S3,Bag,3320
"Omaha, NE",S3,Bag,3517
"Omaha, NE",S3,Bag,3384
"Omaha, NE",S3,Bag,3159
"Omaha, NE",S3,Bag,2757
"Omaha, NE",S3,Bag,3190
"Omaha, NE",S3,Bag,3404
"Omaha, NE",S3,Bag,3380
"Omaha, NE",S3,Bag,3583
"Omaha, NE",S3,Bag,3264
"Omaha, NE",S3,Bag,2654
"Omaha, NE",S3,Bag,3168
"Omaha, NE",S3,Bag,3756
"Omaha, NE",S3,Bag,3298
"Omaha, NE",S3,Bag,3331
"Omaha, NE",S3,Bag,3247
"Omaha, NE",S3,Bag,3166
"Omaha, NE",S3,Bag,2955
"Omaha, NE",S3,Bag,3425
"Omaha, NE",S3,Bag,3897
"Omaha, NE",S3,Bag,2621
"Omaha, NE",S3,Bag,3109
"Omaha, NE",S3,Bag,3514
"Omaha, NE",S3,Bag,3463
"Omaha, NE",S3,Bag,3381
"Omaha, NE",S3,Bag,3057
"Omaha, NE",S3,Bag,3339
"Omaha, NE",S3,Bag,3742
"Omaha, NE",S3,Bag,3416
"Omaha, NE",S3,Bag,3449
"Omaha, NE",S3,Bag,3146
"Omaha, NE",S3,Bag,2929
"Omaha, NE",S3,Bag,3049
"Omaha, NE",S3,Bag,3462
"Omaha, NE",S3,Bag,3004
"Omaha, NE",S3,Bag,3343
"Omaha, NE",S3,Bag,3470
"Omaha, NE",S3,Bag,3319
"Omaha, NE",S3,Bag,3574
"Omaha, NE",S3,Bag,3471
"Omaha, NE",S3,Bag,3740
"Omaha, NE",S3,Bag,3460
"Omaha, NE",S3,Bag,2958
"Omaha, NE",S3,Bag,3149
"Omaha, NE",S3,Bag,3210
"Omaha, NE",S3,Bag,3542
"Omaha, NE",S3,Bag,3393
"Omaha, NE",S3,Bag,3266
"Omaha, NE",S3,Bag,2768
"Omaha, NE",S3,Bag,3758
"Omaha, NE",S3,Bag,3644
"Omaha, NE",S3,Bag,2561
"Omaha, NE",S3,Bag,3223
"Omaha, NE",S3,Bag,3069
"Omaha, NE",S3,Bag,3422
"Omaha, NE",S3,Bag,3199
"Omaha, NE",S3,Bag,3026
"Omaha, NE",S3,Bag,3015
"Omaha, NE",S3,Bag,3646
"Omaha, NE",S3,Bag,2827
"Omaha, NE",S3,Bag,3097
"Omaha, NE",S3,Bag,3728
"Omaha, NE",S3,Bag,2982
"Omaha, NE",S3,Bag,3622
"Omaha, NE",S3,Bag,2574
"Omaha, NE",S3,Bag,3206
"Omaha, NE",S3,Bag,3011
"Omaha, NE",S3,Bag,3010
"Omaha, NE",S3,Bag,2699
"Omaha, NE",S3,Bag,2755
"Omaha, NE",S3,Bag,3004
"Omaha, NE",S3,Bag,2724
"Omaha, NE",S3,Bag,3032
"Omaha, NE",S3,Bag,3315
"Omaha, NE",S3,Bag,3880
"Omaha, NE",S3,Bag,3270
"Omaha, NE",S3,Bag,3133
"Omaha, NE",S3,Bag,3017
"Omaha, NE",S3,Bag,3077
"Omaha, NE",S3,Bag,3120
"Omaha, NE",S3,Bag,2993
"Omaha, NE",S3,Bag,2319
"Omaha, NE",S3,Bag,2570
"Omaha, NE",S3,Bag,2551
"Omaha, NE",S3,Bag,2794
"Omaha, NE",S3,Bag,3143
"Omaha, NE",S3,Bag,2781
"Omaha, NE",S3,Bag,3441
"Omaha, NE",S3,Bag,3597
"Omaha, NE",S3,Bag,3390
"Omaha, NE",S3,Bag,3128
"Omaha, NE",S3,Bag,3607
"Omaha, NE",S3,Bag,3849
"Omaha, NE",S3,Bag,3730
"Omaha, NE",S3,Bag,3006
"Omaha, NE",S3,Bag,2957
"Omaha, NE",S3,Bag,3449
"Omaha, NE",S3,Bag,3113
"Omaha, NE",S3,Bag,3077
"Omaha, NE",S3,Bag,3727
"Omaha, NE",S3,Bag,3625
"Omaha, NE",S3,Bag,3659
"Omaha, NE",S3,Bag,3548
"Omaha, NE",S3,Bag,3226
"Omaha, NE",S3,Bag,3215
"Omaha, NE",S3,Bag,3905
"Omaha, NE",S3,Bag,2533
"Omaha, NE",S3,Bag,2758
"Omaha, NE",S3,Bag,3564
"Omaha, NE",S3,Bag,2856
"Omaha, NE",S3,Bag,2999
"Omaha, NE",S3,Bag,3063
"Omaha, NE",S3,Bag,3062
"Omaha, NE",S3,Bag,3222
"Omaha, NE",S3,Bag,3179
"Omaha, NE",S3,Bag,3042
"Omaha, NE",S3,Bag,2231
"Omaha, NE",S3,Bag,3562
"Omaha, NE",S3,Bag,2816
"Omaha, NE",S3,Bag,3414
"Omaha, NE",S3,Bag,3038
"Omaha, NE",S3,Bag,2909
"Omaha, NE",S3,Bag,3147
"Omaha, NE",S3,Bag,2980
"Omaha, NE",S3,Bag,3395
"Omaha, NE",S3,Bag,3599
"Omaha, NE",S3,Bag,2283
"Omaha, NE",S3,Bag,2693
"Omaha, NE",S3,Bag,2764
"Omaha, NE",S3,Bag,3075
"Omaha, NE",S3,Bag,3254
"Omaha, NE",S3,Bag,4024
"Omaha, NE",S3,Bag,3956
"Omaha, NE",S3,Bag,3665
"Omaha, NE",S3,Bag,2915
"Omaha, NE",S3,Bag,3603
"Omaha, NE",S3,Bag,3365
"Omaha, NE",S3,Bag,2736
"Omaha, NE",S3,Bag,3285
"Omaha, NE",S3,Bag,3165
"Omaha, NE",S3,Bag,3375
"Omaha, NE",S3,Bag,3358
